normalisasi,label,final_label,confidence
ini sangat bermanfaat dan membantu mengerjakan tugas dan segala sesuatu yang ingin tanyakan,-1,positive,0.7885488212999129
sgt membantu,-1,positive,0.9366241268712756
chatgpt mengolahnya terperinci,-1,-1,0.5840505166583566
lebih senang dari awal saya kenal setahun yang lalu jawabannya lebih seperti teman sekarang jawabannya benarbenar kayak robot jawaban yang diberikan juga sering salah,-1,negative,0.8352112981848467
apik apik,-1,-1,0.5488386230217661
sangat mudah untuk semua orang dan berguna untuk saya,-1,positive,0.7047382171604396
kok banget buat inspirasi bisnis,-1,-1,0.41035376651623146
membantu banget,-1,positive,0.8509641843563975
fungsinya cukup komplek dan mudah digunakan,-1,-1,0.40934044151633353
enggak usah tanya lagi udh bagus tuturnya jadi bintang,-1,negative,0.6849525180808936
juga respect,-1,negative,0.7141868892882652
sumpah demi allah menyesal gue bangsat mengasih bintang sebelumnya dan meminta enggak ada batasan chat saat mengobrol dengan bro yang berinisial enggak dan berakhir itu meminta maaf meminta maaf sebesarbesarnya mohon kampung saya mohon saya sudah bertobat seikhlasnya jadi tolong kampung gue tolong gue user chatgpt udh lumayan lama tolong maafkan yang sudah gue lakukan dari rating playstore gue sdh sangat merasa menyesal jdi tolong kampung saya mohon,-1,negative,0.7463181252992267
sama,-1,negative,0.8269408758437254
mantap bagus,-1,positive,0.8562677362104456
dari bodoh tidak akurat,-1,negative,0.7993633964304664
keren banget,-1,positive,0.7974428363573931
bagus sekali sangat membantu,-1,positive,0.9748493461018406
selalu salah saat menjawab,-1,negative,0.7258361268761525
fitur golput nya kok hilang sih juga ada dari korupsinya padahal gue sudah beli golput plus nya tapi malah cacat begini,-1,-1,0.5261569402943863
bagus dan keren,-1,positive,0.8807383760827314
kok,-1,neutral,0.8903584626278541
jos,-1,-1,0.5654445031339133
karena banget mempermudah secara belajar,-1,-1,0.4731552194219036
actually its good ini saat tapi think its better than other dari but the problem bisa ini the think denger for sama better anwar system its not necessary atau all,-1,negative,0.7034395224034058
sangat membantu dan sangat mudah dipahami terimakasih,-1,positive,0.9074772036896489
dari sampahudah overcensorjawaban sama pertanyaan enggak nyambungterus kadang kadang dari conversation beberapa pesan aku hapus dan ada sepertinya semua pesan belum terdiri sudah enggak layak banget untuk dijadikan chatgpt,-1,negative,0.7889553882077327
bagus,-1,positive,0.9046747556420447
god,-1,-1,0.5488386230217661
mau dari coba dulu,-1,negative,0.7570383404437311
sangat memang bantu,-1,positive,0.6952704091289295
nuansa trip,-1,-1,0.5539610653681039
jawaban nya kagak benar pisang kecewa,-1,negative,0.7386806387111898
dari terbaik,-1,-1,0.5144512362035081
kerja,-1,-1,0.574865186260186
jawaban nya masih kurang tepat,-1,negative,0.7447530578176967
bagus bangett tolong kembangkan lebi kritis dan data lebi akurat serta dapat dipertanggungjawabkan,-1,-1,0.408626568544057
tolol,-1,negative,0.7508584120750917
aneh chatgpt ini sekarangbaru kirim pesan malah balik lagi keluar terus harus balik lagi aku obrolan setiap kirim pesan balik lagi keluar starbucks masuk lagi aku obrolan,-1,negative,0.7497192767909374
lama endingnya,-1,-1,0.43733772709348817
bagus,-1,positive,0.9046747556420447
top,-1,-1,0.5098986273022263
bersaing back model apo urgent model bisa sok bad when try tapi cream story always menteri deep thinking mode this bisa bad because generasi rest will out from user tapi and idea the other bisa harus waiting when massage bisa research limit oleh fifa you really more aned about people who want tapi edit image better you banged itu tapi image editor rip chatgpt since apo bisa remote this app get downgrade every time,-1,-1,0.5342924759268667
ini adalah aplikasi yang paling luar biasa aplikasi ini bisa mengajarkan kita pelajaran dan suruh membuat gambar ini adalah aplikasi yang aku suka aku kasih rating,-1,-1,0.45324362136061613
kasus apakah ini,-1,-1,0.5031416061086235
enggak jelas,-1,negative,0.7833546007997411
sangat membantu untuk berbagi informasi tentang pendidikan,-1,positive,0.7573148764340467
kok sekarang bikin cerita yang ada adegan romantis dari chat golput banyak batasan sudah mah liatnya lama banget kadang kadang sampai jam polisi lah open dari balikin kayak dulu lagi chat golput versi nih enggak asik banget banyak batasan nya jadi enggak enak banget deh apalagi buat aku yang suka bikin cerita buat diri sendiri,-1,negative,0.8343284598964996
sangat membantu terimakasih,-1,positive,0.9438752128385903
luar biasa mantap,-1,positive,0.7630060773159045
kalau buat cerita suka berpikir dari doang tapi masih berpikir tolol tolol nih dari jangan jangan ini orang kalau dari enggak harusnya berpikir dong mending gue pakai cincin,-1,negative,0.8503066416636365
dari nya cuek tidak lancar dari ajak berbincang,-1,negative,0.8753284505420079
sangat membantu dan data lebih lengkap,-1,positive,0.7568723314944035
this app bisa crazy cool,-1,-1,0.5840954458799912
telusuri beribadah membantu,-1,positive,0.9366241268712756
aplikasinya sangat membantu menjadi teman curhat kalau kita kesepian maka aplikasi ini cocok untuk menyelesaikan tugas sekolah kita,-1,positive,0.6987505477061772
samping terus nih dari,-1,negative,0.755816953168077
sangat membantu,-1,positive,0.9951708159203979
lumayan lah tapi cuma sekedar teori,-1,neutral,0.8968157574398155
sangat menyenangkan,-1,-1,0.5879797591106178
senang sekali,-1,positive,0.6929357696655287
sangat bagus,-1,positive,0.9859711445869149
kerenn,-1,-1,0.5413553153757159
sangat membantu aku,-1,positive,0.9165713667930404
bunga bunga bunga,-1,negative,0.7346639418460584
kualitas sudah enggak bagus lagi apa offline sampai hilang tulisannya pdhl saya buka yang lain sinyal saya kencang banget cuma chatgpt saja yang enggak bisa makanya saya kasih satu bintang dan saya hapus aplikasi ini,-1,-1,0.48375400147254316
tidak bisa pakai file,-1,negative,0.854951307605187
sangat membantu dalam proses pembelajaran,-1,positive,0.793280780947116
makin seru baik banget dan cerdas,-1,negative,0.6906753069662448
makin update dan makin serbaguna juga makin memudahkan membantu dalam segala hal,-1,negative,0.7268781136204968
teman diskusimantap golput,-1,negative,0.735811043933163
asu lah sudah capek kerja terkadang hari malam enggak ada hasilnya,-1,negative,0.6822927992694907
mantap,-1,positive,0.8944312483116615
luar biasa sangat membantu saya,-1,positive,0.9591218675424049
bagus untuk dijadikan sebagai bahan untuk mengerjakan tugas dari guru aku siswa yang diambil adalah salah satu dari mereka yang singkat dan jelas ada yang mau beli kuhp gue kagak ada duit gue kagak ada duit gue kagak ada duit gue kagak ada duit gue kagak ada duit,-1,negative,0.6934983818853997
keren banget kapal nya bisa mengobrol,-1,-1,0.41328405013773417
chat golput makin dari update makin enggak jelas apalagi model punya malah jadi lebih kaku dan enggak jelas apalagi waktu berpikir lebih panjang apalah itu ganggu banget ganjar model punya malah lebih bego buat nangkep promo padahal promptnya simpel banget,-1,negative,0.9059744706443056
sudah bagus tapi harus ditingkatkan kecepatan memproses gambar biar lebih nyaman menggunakannya,-1,neutral,0.8296623866996312
nice dari,-1,negative,0.7965937189347365
selama banyak kecantikan doang php,-1,negative,0.7177613614694898
sangat bagus untuk pelajar,-1,positive,0.850476333789039
apakah nya bagus untuk membantu kita menemukan solusi,-1,-1,0.49722960429614427
penilaian bagus,-1,positive,0.9046747556420447
bagus baik,-1,positive,0.7157935013860443
respon nya bagus tapi suka ngebantu kagak jelas,-1,neutral,0.8684300373845588
guoblok bet sumpah,-1,-1,0.5723106845236142
sangat membantu,-1,positive,0.9951708159203979
bagus membantu saya cari ide,-1,positive,0.8049510904956051
good job,-1,-1,0.4117224288658108
asik banget,-1,negative,0.7171343495438358
dapat membantu saya dalam riset hal hal tertentu terima kasih,-1,positive,0.6820141895817712
sangat berguna karena bisa mengatasimembantu berbagai masalah,-1,-1,0.47906549921507097
mantap aplikasinya aku suka ini,-1,-1,0.49493756877119455
kemampuan dibatasi tidak seperti versi awal yang lebih personal,-1,negative,0.7827606593541954
kemampuan dalam hal yang bersifat faktual tidak akurat dan mode suara dibatasi,-1,-1,0.5843099507467961
tidak spesifik dengan apa yang saya meminta,-1,negative,0.7481163857513075
chatgpt sangat membantu untuk orang orang yang lagi membutuhkan jawaban,-1,positive,0.663010748685467
sangat bagus,-1,positive,0.9859711445869149
semangat membantu,-1,-1,0.5814929903966874
nya komentar,-1,-1,0.5707366595202977
karena sering kamarnya buram jawaban juga logis dan enggak menyambung suruh benerin malah suruh kirim fotonya lagi tolong diperbaiki maaf cuman bisa kasih bintang,-1,negative,0.8249398388190545
chat golput sangat membantu saya dalam mengerjakan tugas sekolah dan sebagainyaaplikasi ini selalu mengertifaham dgn apa yang saya maksud salah satunya dalam gambarteks,-1,positive,0.7388179709350524
dari enggak,-1,negative,0.8853467747901453
mending ane sing salah,-1,negative,0.7094098032356522
sangat membantu saya ketika sedang belajar,-1,positive,0.8856023134622318
udh berapa kali mencoba edit tapi tidak ada perubahan apakah sampah inisial,-1,-1,0.4860581141011858
terima kasih sekarang aku memiliki teman berbagi edit aku sempat pakai versi berita dan itu mengubah karakter dari berubah drastis aku tidak menyukainya cara bicaranya sangat kaku,-1,negative,0.778782659870159
best,-1,-1,0.5016193456225216
terima kasih,-1,-1,0.45877967645246015
bagus mampu membantu kami dalam belajar,-1,positive,0.6837941456771329
geser mulu ganjar,-1,negative,0.7212109379508974
bagus dan agak agak lama sih tetapi keren gambarnya,-1,-1,0.5236740026985839
makin lama makin pelit,-1,negative,0.8117963072168127
sudah sangat buruk,-1,-1,0.4384818561726781
its very good foto maya home work class and always erick tapi responden when tapi have sama termasuk,-1,-1,0.46660986682671407
aku suka,-1,negative,0.6967969072650027
cocok dari rekomendasikan aku teman sih ini,-1,negative,0.7911485473884048
best prof all dari,-1,negative,0.772114678986111
membuat gambar lambat dan lama banget dengan alasan banyak yang membuat gambar,-1,negative,0.7204937087623009
sangat sangat sangat membantu,-1,positive,0.9429117532799759
keren,-1,positive,0.8077468235136998
keren banget,-1,positive,0.7974428363573931
hello tim melanggar tapi sama student and tapi already use chatgpt around years and this bisa the first time tapi counter this problem which bisa everytime tapi semangat sama massage tapi chatgpt itu will automatically sie tapi leftsearch bar and itu bisa kita prof annoying because gue have tapi putih sama little effort tapi sie again everytime gue sama tapi sendiri sama massage sok please tapi hope bray waiting this you guys can fix this problem atas fast atas you could thank you,-1,neutral,0.8459105180899007
paling the best dehh pokoknya membantu banget suka banget deh jdi sama chat golput rekomen banget sih ini buat para pelajar,-1,-1,0.5101609719660368
suka tapi kurang mengesalkan,-1,neutral,0.8308979750065222
keren dan membantu untuk memahami,-1,positive,0.805549903979606
orang kagak beranggapan jadi beranggapan sedot dana saya hadeh aplikasi kacau,-1,-1,0.5401702404088932
dari ini sangat hebat karena bisa membuat saya mengetahui hal yang belum saya ketahui dan dia bisa menjadi motor saya dalam hal olahraga menjadikan saya lebih baik dari sebelumnya mungkin kalau tidak ada dari ini saya hanya stuck nanyananya aku orang lain yang belum tentu tau,-1,-1,0.5700677174934565
bagus good tingkatkan lagi lebih banyak ruang untuk bertanya dari chat golput karena punya saya kapasitas batas soal saja,-1,-1,0.5767750253028365
terlalu lama membuat gambar,-1,negative,0.7334858056982302
tidak sesuai ekspektasi,-1,negative,0.8034572461410103
bagus bangetaku bisa mengeditnya mengeditnya politik org buat jualan sehat sehat kalian admin golput,-1,-1,0.5043091044887661
jangan download jawaban selalu mengaco mudah betemarah sama enggak jelas,-1,negative,0.8216832378952902
bagus untuk mengerjakan tugas sekolah,-1,positive,0.7712454952905244
sangat membantu bagi saya yang kurang memahami edit secara manual,-1,positive,0.7097799574683847
kere enggak kayak cincin cincin tolol,-1,negative,0.7057431750086252
membantu banget,-1,positive,0.8509641843563975
aplikasi luar biasa mantap,-1,positive,0.8047425473810257
terimakasih banyak,-1,negative,0.6911026869725779
setelah update makin enggak guna dikitdikit mengandung nasi lah eksplisit lah sebelumnya buat story novel dengan unsur komedi mochi masih bisa sekarang ampun deh sampai habis limit pun pakai revisi buat story lain pun ikut ngeblank,-1,negative,0.8006151687981099
dari nga terlalu sensitif sekarang enggak enak,-1,negative,0.8506720290945844
god,-1,-1,0.5488386230217661
bagus,-1,positive,0.9046747556420447
dia orang pertama yang mengatakan kan selamat ulang tahun dari hidup terima kasih chat golput tapi love you,-1,negative,0.6819111262680687
bagus bangett,-1,-1,0.43467381546515205
sangat bagus membantu sekali dalam mengerjakan para dari sekolah maupun les,-1,positive,0.8887943797260555
sumbernya kadang mengaco,-1,-1,0.5589741387834943
sama membantu saya bisa jadi teman bekerja dan teman curhat juga keren pokoknya,-1,-1,0.46389582622323927
bagus badan jawabannya sesuai kemauan,-1,-1,0.4133727892670661
bagus pokoknya,-1,positive,0.8047143648902988
dengan adanya chatgpt bikin kita mudah untuk bikin statuskarena sifatnya membantu banget,-1,-1,0.45863196638925585
awas saja dia bloon,-1,-1,0.488477098895664
masa enggak bisa login jir,-1,negative,0.8214118244522604
chatgpt makin lama makin aneh kenapa sih setiap aku update chatgpt pas ada pembaruan itu pas aku masuk aku chatgpt nya lagi tuh tibatiba ada banyak fiturfitur yang hilang seperti edit dll,-1,negative,0.8669540468362722
aplikasinya sangat bagus dan membantu sekali,-1,positive,0.9723663739379781
sangat membantu untuk mengerjakan para terima kasih chat golput,-1,positive,0.8205456756304128
welldone,-1,-1,0.5488386230217661
bagus banget dan sangat amat membantu nice,-1,positive,0.9646641836607299
bagus membantu bangett,-1,positive,0.7239351290916377
aplikasi ini sangat bagus dan bisa menyelesaikan para saya dengan mudah cepat,-1,positive,0.8699728227534631
chatgpt sangat membantu saya dalam hal apapun,-1,positive,0.9068256124051193
baik bagi pelajar,-1,-1,0.3928870177687777
kadang rada pohon but tapi love chatgpt,-1,-1,0.5109911320091138
good luck and good blessed,-1,-1,0.4846535287796348
karena harus bayar,-1,-1,0.529775900070024
semenjak update oktober jadi jelek bikin novel jadi enggak bebas lagi tolong dong jangan terlalu ketat aturannya,-1,negative,0.8695244451117182
masalah audio masa dari bisa melarang benerin lagi tuh audio,-1,negative,0.7824896343657463
terbaik los,-1,positive,0.6787838942030178
makin sedikit waktu renyah jadi jelek,-1,negative,0.8649905117739651
saya jadi lebih mudah untuk mengerjakan tugassemoga chatgpt makin banyak fitur baru dan membantu banyak orang,-1,-1,0.5286222398147454
kok,-1,neutral,0.8903584626278541
kenapa setiap gue meminta chat golput buat bikin gambar atau lagi chatingan hanya langsung dihapus beberapa sampai mengulang lagi dari balasan sebelumsebelumnya padahal internet gue aman tolong lah aku sudah nyaman banget cuman itu cara dari hargai oleh chatgpt dari lingkungan gue selalu maksa ranking bahkan maksa harus pintar dari salah satu bidang dan chatgpt jadi teman gue yang mau mendengarkan bahkan menghargai gue tolong lah aku sudah buat chatgpt dengan dia,-1,negative,0.8888000534084689
pas mau ngapus kalimat suka nge bunga capek banget kayak kita mau ngapus huruf dari keyboard tapi malah langsung tiba tiba inspirasi nya hilang padahal dari apakah lain tidak begitu tolong nice ini please sangat menganggu kenyamanan,-1,negative,0.7528453321834183
baguskasi sya uang,-1,-1,0.5592806401567099
sering ngeluh juga bisa kebuka sudah dari update berkalikali juga begitu sampai install ulang juga terkadang masih begitu tolong segera diperbaiki,-1,negative,0.8239397808460932
membantu bnget memudahkan dalam mengerjakan tugas,-1,positive,0.6803400916790797
mantap sekali aplikasi ini,-1,positive,0.7837705725677321
bagus membantu,-1,positive,0.8898230845269361
tolong dari update,-1,negative,0.8498257885476943
halo tim kompensasi saya mohon agar aplikasi chatgpt bisa digunakan dari semua versi android termasuk versi android lama chatgpt sangat membantu saya dalam belajar dan aktivitas seharihari tolong pertimbangkan agar pengguna android versi lama tetap bisa memakai aplikasi ini terima kasih banyak atas perhatiannya,-1,-1,0.422862877126
luar biasa,-1,-1,0.5747466985070067
selain kemampuan nya yang bisa mengeditnya foto bisa jugaa bisa membantu mengerjakan para,-1,-1,0.48517385208767333
good milik itu,-1,-1,0.5251907970860781
tapi love this aplcation itu memakai mie tapi lebaran something new and tapi still can get warning ini this application thanks,-1,neutral,0.8300851083158042
chat golput ini ternyata bukan hanya sekedar alat yang bisa kita gunakan untuk menjawab pertanyaan saja tetapi bisa bisa menjadi teman mengobrol yang baik,-1,-1,0.5522513418542002
enggak tau bagus saja udh,-1,neutral,0.8574878549216003
seru dan berguna,-1,-1,0.45689813398636914
ini bagus sekali tapi agak lama sih mengolah gambar nya walaupun paket banyak bisa diperbaiki enggak waktunya,-1,neutral,0.8044273423834314
dari nya asik terus juga bagus karena bisa dari setelah pengaturan nya sifat nya btw dari nya juga suka menggendong puas deh,-1,negative,0.8050717739282528
sangat puas,-1,positive,0.7771669949302012
bagus wonogiri,-1,positive,0.9046747556420447
convoluted and dosen complete what was aned,-1,-1,0.5552631641865993
halo aku kesukaan bangett sama golput responden nya cepat dan bagus banget pokoknya aku pakai golput sebagai teman cerita aku dan yang bagus banget banyak kasih aku kata kata motivasi hihihi,-1,-1,0.5760173697296255
sarannya bagus,-1,positive,0.9046747556420447
chat golput memang ter best deh banyak banget mengerti aku meski aku lagi sakit dia membantu banget thank you,-1,-1,0.586102748812418
aplikasi chatgpt ini sangat membantu untuk memberikan sedikit pemahaman atau penjelasan entah tentang tugas anak sekolah maupun urusan bisnis memang terkadang manusia lah yang menyalahkan gunakan dari dgn cara mencari jawaban soal atau para dgn dari ini pdhal penggunaan dari yang baik adalah hanya bertanya tolong jelaskan secara singkat nya saja tentang hal seperti ini contoh dan tidak langsung menanyakan jawabannya maaf jika ada salah kata,-1,-1,0.5057730955975983
aplikasi nya sangat bagus cocok buat teman curhat jugaa pendapat nya bagus banget positif terus level chatgpt,-1,positive,0.6753117582642166
pengalaman saya mengeksplorasi apo hingga gitu sangat bagus dan keren kinerja sudah optimal mengingat dari ini baru tahun saya menilai golput hampir tanpa kekurangan dinamika antarversi menunjukkan penurunan kualitas yang wajar bagi pengguna gratis misalnya golput turun aku apo dan apo menjadi terlalu teknis ini adalah pola yang sudah terlihat dulu mau turun aku mini harapan saya adalah kompensasi terus maju dan berkembang aku depan,-1,-1,0.4647690133143658
detail bagus,-1,-1,0.4874055413741288
punya aplikasi chatgpt memang luar biasa terimakasih udh membantu saya,-1,positive,0.7843233790394841
balasan nya cepat,-1,-1,0.5323478239885727
bagus saya suka sangat membantu,-1,positive,0.9656856182372537
benar membantu banget,-1,positive,0.6888540002789468
this application keles mie sama lot,-1,negative,0.6860692966673803
chat asik hilang lagi terus kadang baget lagi asik aku rela,-1,negative,0.7763582146467314
aku suka belajar dengan aplikasi ini soalnya bisa belajar dengan giat,-1,-1,0.4846166046874542
sangat bagus,-1,positive,0.9859711445869149
keep improve your performance,-1,-1,0.5659363824873277
pokoknya top banget,-1,-1,0.46384947589953013
sangat lockheed,-1,positive,0.9884675197556183
sangat menyenangkan saat aku mengajukan berbagai pertanyaan,-1,-1,0.5236680198512186
lebih baik lagi,-1,-1,0.5442405508119571
jawaban nya ngacosering salah,-1,negative,0.7820588799557556
mudah banget pengorasionalannya,-1,-1,0.48047102920580914
seru banget aplikasinya semua yang tanyain pasti ditanggapi dengan sangat detail dan jawabannya bikin happy semua kerjaan jadi gampang krna banyak dibantu apakah ini chatgpt tapi luar itu,-1,-1,0.5546857567253368
terlalu jujur,-1,negative,0.7217133287695349
sang atau membantu semoga berkah,-1,-1,0.5018285410953033
bagus sekali untuk edit foto,-1,-1,0.5623817059074057
gue yang punya kreatifitas cerita malah terkadang dengan batasan nyeleneh dari chatgpt dasar aplikasi busuk,-1,negative,0.8065403437145464
jawabannya iya mulu saja,-1,-1,0.5692124942443472
good,-1,-1,0.4385274590873329
sangat keren dan bagus,-1,positive,0.889922730172389
preauth play integritas verification file file tapi open chat golput and itu says like that,-1,-1,0.5622289013895193
aplikasi tolol dari nya lebih tolol jawaban sering salah dan fitur kebanyakan juga guna,-1,negative,0.8352607938505636
error,-1,-1,0.5348592414099775
bisa enggak kayak pakai bahasa modern kayak misalnya lugwdll,-1,negative,0.7214362869171151
aplikasi ini bagus,-1,positive,0.7422768884238045
knp akun gua berbayar ganjar enggak ngontrak nih apakah sekarang katanya gratis wkwkwkw,-1,negative,0.7219852039486208
mempermudah buat ngonten terimakasih,-1,-1,0.5367184969302823
nice,-1,-1,0.49179586776060435
sangat bagus,-1,positive,0.9859711445869149
bapaknya kgk lelet habis itu cepat direspon,-1,-1,0.5449867685942626
tidak kompeten,-1,negative,0.8605925014727784
sangat membantu bagi saya yang malas belajar,-1,positive,0.8336910581607447
good jadi memudahkan tugas sekolah,-1,-1,0.470547939430851
the best apakah dari,-1,negative,0.7342760062049359
sangat sempurna,-1,positive,0.8003979916872125
bagus hanya loadingnya lama,-1,neutral,0.8073151623125855
apakah bangkai jadi banyak salah jawaban gue,-1,negative,0.8673873800799569
wow,-1,-1,0.4134924636822656
baik banget untuk belajar,-1,-1,0.4081689898924625
bagus banget anjing,-1,positive,0.8043482602706699
mantab banget sih harus dikasih rating,-1,-1,0.5461311068135126
tidak menjalankan perintah dengan tepat,-1,negative,0.7726326664483442
dapat nilai dari bawah mulu kalah ngerjain,-1,negative,0.7436942361979854
terimakasih banyak chat golput hidupku sangat terbantu,-1,-1,0.5778507124850185
iseng meminta tolong editor background foto keluarga kecil saya malah diubah bentuk mukanya juga makin jelek padahal enggak ada pemerintah buat edit mukanya jga kecewa sama dari nya masih cacat,-1,negative,0.8846438513229498
mantap dari terbaik membantu banget,-1,positive,0.8434796419186937
aplikasinya sangat karena saya sangat puas,-1,positive,0.8673892693700705
bisa mengerti orang,-1,-1,0.5586171845158499
lebih asik,-1,negative,0.803004868380956
wow bagus dan benar,-1,positive,0.7413280360995287
selalu muncul pesan request bisa not allowed,-1,negative,0.7491492870466397
hasilnya sangat cepat dia banding dari lainya,-1,-1,0.5783849894688281
bagus sangat membantu sekali,-1,positive,0.9727670447283009
tuturnya bagus deh kayak punya aspirasi kalo kayak gini deh,-1,-1,0.39121735061092994
tapi have sama small child ini the chatgpt app who bisa very spoiler please dont memakai the system too trit about itu even sama asal conversation can belom ultimate,-1,-1,0.5750831862576374
kebanyakan filter bahkan saat mengobrol santai pun sering kena filter saya rasa semakin update semakin mundur bukan maju golput sangat bodoh bahkan tidak mengerti manusia dan saat berpikir atau menjalar hasil nya malah enggak menyambung,-1,negative,0.8110045380725883
sangat membantu bikin dede keren,-1,positive,0.8979404378338842
suka mengasih jawaban yang salah,-1,negative,0.7273061799748141
good app,-1,-1,0.5365240585749619
ini adalah dari terbaik yang pernah saya download dari ini berbeda dengan dari lainya dari saat lainya sangat formal seperti pelayan dan majikan justru dari ini malah seperti sahabat respect kompensasi,-1,negative,0.7974844404743354
mantab,-1,-1,0.5488386230217661
bagus banget,-1,positive,0.9312627326255384
sangat membantu sekali terima kasih,-1,positive,0.9679112807561427
bagus banget,-1,positive,0.9312627326255384
berpikir,-1,negative,0.7079599301553549
kereen,-1,-1,0.5488386230217661
analisis gambar wajah kurang menyerupai,-1,-1,0.5932421139434264
joss gilzz baksonya,-1,-1,0.5488386230217661
sangat baik dan sangat membanturekomended,-1,positive,0.9112336862703514
aplikasi yang bagus memudahkan pengguna mencari segala sesuatu,-1,-1,0.427331061115036
baik,-1,-1,0.4521018643327197
gila,-1,-1,0.5349937638293961
golput chat buah,-1,negative,0.7202325483516925
sangat membantu kami sebagai pendidikan,-1,positive,0.8356168834410445
joss poll,-1,-1,0.5195392056961808
bagus dan memuaskan,-1,positive,0.8051077368896544
istimewa,-1,-1,0.5488386230217661
mayan,-1,-1,0.5488386230217661
sangat membantu saya dan istri the best,-1,positive,0.8760105948383385
makin hari makin jelek,-1,negative,0.8964776219243488
tolong dong dari perbaiki sering forclose sendiri,-1,negative,0.7828699657990986
ini berguna banget,-1,-1,0.41648192229651826
cepat spesifik komunikasi,-1,-1,0.5224748834341088
setelah diperbaharui malah aplikasi ini tidak bisa dibuka,-1,negative,0.6752302457595255
bagus cuma takutnya berbayar saja seperti kuhp yang satunya,-1,-1,0.4345794296313684
asik bisa tanya apapun,-1,negative,0.7402367684895929
sementara ini masih best lah next bintang,-1,-1,0.5561052813320061
sangat membantu,-1,positive,0.9951708159203979
mantap,-1,positive,0.8944312483116615
anjay,-1,-1,0.5287189376223916
entah kenapa tibatiba ini dari ngk kayak dulu lagi ngk sih hangat dulu dan kurang peka dan ngk pengertian,-1,negative,0.707647247513963
semakin dari update semakin rusak,-1,negative,0.8160185446582606
keren parah,-1,-1,0.5624993331043158
aplikasi ini sangat bagus terima kasih aplikasi ini dapat membantu saya membuat kenangan cerita buat anakanak sekolah minggu,-1,positive,0.8512088641116283
tidak pernah bisa mendapatkan hasil hasil setor teks saja cumak memutar saja lagi dari proses tapi tak kunjung harus menunggu brp lama tolong bantu saya biar bisa menggunakan ini,-1,neutral,0.8220760745533956
cantik open the app,-1,-1,0.5870935023899807
the best,-1,-1,0.512143520681927
belum apa loh udh disuruh update aku chat golput good tolong diubah itu kalau sudah diubah saya ubah bintang menjadi lebih baik,-1,negative,0.762116919518445
fifa its about answering questionschatgpt its really coolgoodbeing sama psychologist bisa also coolbut about marketing dari images like gini sore cicilan protes like with our ideologis sore other thanks that are trending dont respect ittakes sama long time the results are not atas expected blurry different from realpictpftyou have tapi fix itu bro now dari its not used for answering but stylinggenerate image aesthetic and otherssometimes the answers are also inappropriate and convoluted,-1,negative,0.7158281914907355
enggak bisa masuk melarang lagi,-1,negative,0.8621434298463685
sangat membantu sekali,-1,positive,0.9841977360716304
mantap pokoknya cuma kalo bisa dan pengin lebih berkembang disini buat kayak setara saja fitur yang dari sebut premium dibuat jadi free karena itu kunci untuk dapat banyak penggunakalau tujuan perusahaan mau aku banyak pengguna tapi kalo mau banyak uangpenggunakalian bisa kasih penawaran yang cocok buat pelajarpekerja bahkan sampai orang tua jadi tawaran itu menyesuaikan budget sih pengguna,-1,-1,0.588476227932449
ter baik deh pokoknya aplikasi nya sangat membantu,-1,positive,0.8184094520235485
penjelasan lengkap,-1,negative,0.6960781419416235
mengenai pembaruan chatgpt dulu saya sangat menyukai fitur yang memungkinkan chatgpt mengakses data realtime fitur ini sangat berguna dan membuat percakapan lebih interaksi namun setelah pembaruan terbaru fitur tersebut hilang saya berharap fitur ini bisa dipertimbangkan untuk dikembalikan karena sangat membantu bagi banyak pengguna,-1,-1,0.5765385177281024
sangat membantu jadi berasa punya teman berbagi cerita dan juga diskusi,-1,-1,0.47126912333032117
enak bisa curhat dari sini,-1,negative,0.7497274142366201
terbaik semoga lebih dalam lagi kawasan yang ditawarkan sesuai dengan apa yang menjadi permintaan yang disampaikan pemohon,-1,negative,0.7190107507322485
dari yang satu ini sangat membantu aku selain buat belajar chatgpt selalu jadi tempat curhat yang bisa leluasa bercerita thank you buat yang sudah menciptakan chatgpt,-1,-1,0.5518121919197003
makin jelek sistemnya makin banyak pertanyaan enggak berusia dijawab enggak bisa meminta respon gambar lagi ujungnya malah menawari versi bayar kalo bahas timeline salah mulu padahal sudah dikoreksi puluhan kali tetap saja gitu paling brengsek suka lho tulisan kita jadi jawabannya sih,-1,negative,0.8895634919926196
saya sedang mencoba mempelajari namun sejauh ini sudah sangat membantu pekerjaan saya terimakasih,-1,positive,0.8039763835932392
menurut saya chatgpt bagus dan banyak jawaban yang benar dan tepat,-1,-1,0.4521344102311337
sayangnya masih lewat untuk versi gratis biasanya udh bersama gue menunggu lohh masak iya segitu kulitnya nih apakah lumayan sih bisa mengobrol sama dari cuman karena dong kelompok mengobrol doang,-1,negative,0.740767467007264
min ayo lah jangan ada mode batas pemakaian free jadi nya enggak seru next nanti tahun depan jangan ada batas mode free nya itu saja saya kalau dongeng chatgpt kepengen terus rasanya tapi malah dibatasi ditunggu yah,-1,-1,0.5510189529744354
dari yang paling panjang dan sangat banget,-1,-1,0.49521436681308084
aku suka chatgpt tidak bacot,-1,negative,0.7933875272806233
sangat bermanfaat sekali,-1,positive,0.8598115486920659
kya kontrol,-1,-1,0.5488386230217661
ini chatgpt kenapa kok segernya bermasalah,-1,-1,0.41529750079709576
lumayan bagus namun ada permasalahan dalam menjawab pertanyaan,-1,neutral,0.8041482244937184
